id,datetime,sentiment,text,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33,token_34,token_35,token_36,token_37,token_38,token_39,token_40,token_41,token_42,token_43,token_44,token_45,token_46,token_47,token_48,token_49,token_50,token_51,token_52,token_53,token_54,token_55,token_56,token_57,token_58,token_59
1.26836E+18,4/6/20 1:45,0.330648148,"I feel more and more confident that our economy is in the early stages of coming back very strong. Not everyone agrees with me, but I have little doubt. Watch for September, October, November. Next year will be one of the best ever, and look at the Stock Market NOW!",i,feel,more,and,more,confident,that,our,economy,is,in,the,early,stages,of,coming,back,very,strong,not,everyone,agrees,with,me,but,i,have,little,doubt,watch,for,september,october,november,next,year,will,be,one,of,the,best,ever,and,look,at,the,stock,market,now,,,,,,,,,,
1.27002E+18,8/6/20 15:31,0.242857143,"Big day for Stock Market. Smart money, and the World, know that we are heading in the right direction. Jobs coming back FAST. Next year will be our greatest ever!",big,day,for,stock,market,smart,money,and,the,world,know,that,we,are,heading,in,the,right,direction,jobs,coming,back,fast,next,year,will,be,our,greatest,ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.27287E+18,16/6/20 12:39,0.05625,"Wow! May retail sales show biggest one-month increase of ALL TIME, up 17.7%. Far bigger than projected. Looks like a BIG DAY FOR THE STOCK MARKET, AND JOBS!",wow,may,retail,sales,show,biggest,one-month,increase,of,all,time,up,177,far,bigger,than,projected,looks,like,a,big,day,for,the,stock,market,and,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.28268E+18,13/7/20 13:57,0.16875,The Lamestream Media is not talking about what is happening with the Stock Market and JOBS. Both are doing GREAT! The Radical Left will destroy the USA. Be careful what you wish for!,the,lamestream,media,is,not,talking,about,what,is,happening,with,the,stock,market,and,jobs,both,are,doing,great,the,radical,left,will,destroy,the,usa,be,careful,what,you,wish,for,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.28554E+18,21/7/20 11:33,0.144444444,Strong Stock Market Numbers. You want to see them dive? Vote for the Radical Left with their BIG Tax Hikes!,strong,stock,market,numbers,you,want,to,see,them,dive,vote,for,the,radical,left,with,their,big,tax,hikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.29316E+18,11/8/20 12:34,0,Big Stock Market Numbers!,big,stock,market,numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.29803E+18,24/8/20 22:49,-0.369444444,"Joe Biden has said he would lock down the Country again. That’s crazy! We’re having record job growth and a booming stock market, but Joe would end it all and close it all down. Ridiculous!",joe,biden,has,said,he,would,lock,down,the,country,again,thats,crazy,were,having,record,job,growth,and,a,booming,stock,market,but,joe,would,end,it,all,and,close,it,all,down,ridiculous,,,,,,,,,,,,,,,,,,,,,,,,,
1.29864E+18,26/8/20 15:05,0.516666667,"Just In: Chinese State Media and Leaders of CHINA want Biden to win “the U.S. Election”.  If this happened (which it won’t), China would own our Country, and our Record Setting Stock Markets would literally CRASH!",just,in,chinese,state,media,and,leaders,of,china,want,biden,to,win,the,us,election,if,this,happened,which,it,wont,china,would,own,our,country,and,our,record,setting,stock,markets,would,literally,crash,,,,,,,,,,,,,,,,,,,,,,,,
1.30154E+18,3/9/20 15:21,0.114814815,"Do you notice that any time Fake News Suppression Polls are put out, like @FoxNews, the Stock Market goes DOWN. We are going to WIN!",do,you,notice,that,any,time,fake,news,suppression,polls,are,put,out,like,@foxnews,the,stock,market,goes,down,we,are,going,to,win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.30551E+18,14/9/20 14:21,0.25,"Great, Just Out! 51% Approval Rating in Rasmussen Poll. 95% in Republican Party. Stock Market up BIG today. Will I ever be given credit for the Markets and Economy? Next year will be BIG!",great,just,out,51,approval,rating,in,rasmussen,poll,95,in,republican,party,stock,market,up,big,today,will,i,ever,be,given,credit,for,the,markets,and,economy,next,year,will,be,big,,,,,,,,,,,,,,,,,,,,,,,,,,
1.30551E+18,14/9/20 14:21,0.25,"Great, Just Out! 51% Approval Rating in Rasmussen Poll. 95% in Republican Party. Stock Market up BIG today. Will I ever be given credit for the Markets and Economy? Next year will be BIG!",great,just,out,51,approval,rating,in,rasmussen,poll,95,in,republican,party,stock,market,up,big,today,will,i,ever,be,given,credit,for,the,markets,and,economy,next,year,will,be,big,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31306E+18,5/10/20 10:19,0.34,"“I’m voting for Donald Trump. My father is a Union Worker and his 401K has tripled under President Trump.” USA Voter. @foxandfriends  Thank you, and remember that the Stock Market is getting ready to break its all time high. NEXT YEAR WILL BE THE BEST EVER. VOTE, VOTE, VOTE!!!!!",im,voting,for,donald,trump,my,father,is,a,union,worker,and,his,401k,has,tripled,under,president,trump,usa,voter,@foxandfriends,thank,you,and,remember,that,the,stock,market,is,getting,ready,to,break,its,all,time,high,next,year,will,be,the,best,ever,vote,vote,vote,,,,,,,,,,,
1.31307E+18,5/10/20 10:47,0,STOCK MARKET HIGHS. VOTE!,stock,market,highs,vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31322E+18,5/10/20 20:53,0.5,"STOCK MARKET UP BIG, 466 Points!  28,149. Great News for America. Jobs, Jobs, Jobs!",stock,market,up,big,466,points,28149,great,news,for,america,jobs,jobs,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31351E+18,6/10/20 16:03,0.034114583,"The Fake News Media refuses to discuss how good the Economy and Stock Market, including JOBS under the Trump Administration, are doing. We will soon be in RECORD TERRITORY. All they want to discuss is COVID 19, where they won’t say it, but we beat the Dems all day long, also!!!",the,fake,news,media,refuses,to,discuss,how,good,the,economy,and,stock,market,including,jobs,under,the,trump,administration,are,doing,we,will,soon,be,in,record,territory,all,they,want,to,discuss,is,covid,19,where,they,wont,say,it,but,we,beat,the,dems,all,day,long,also,,,,,,,,,
1.31355E+18,6/10/20 18:48,0.35,"...@senatemajldr Mitch McConnell not to delay, but to instead focus full time on approving my outstanding nominee to the United States Supreme Court, Amy Coney Barrett. Our Economy is doing very well. The Stock Market is at record levels, JOBS and unemployment...",@senatemajldr,mitch,mcconnell,not,to,delay,but,to,instead,focus,full,time,on,approving,my,outstanding,nominee,to,the,united,states,supreme,court,amy,coney,barrett,our,economy,is,doing,very,well,the,stock,market,is,at,record,levels,jobs,and,unemployment,,,,,,,,,,,,,,,,,,
1.31564E+18,12/10/20 13:05,0.610351563,"Remember, Stock Market at an All Time High, and going up. 401k’s at RECORD. With Sleepy Joe comes Tax Increases, jobs losses and DEPRESSION like never seen before!!! VOTE!!!",remember,stock,market,at,an,all,time,high,and,going,up,401ks,at,record,with,sleepy,joe,comes,tax,increases,jobs,losses,and,depression,like,never,seen,before,vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31566E+18,12/10/20 14:16,-0.340909091,"Stock Market Up Big. Do I get no credit for this? Never even mentioned by the Fake News. A New Record for Stocks and Jobs Growth. Remember, “it’s the Economy Stupid”.  VOTE!!!",stock,market,up,big,do,i,get,no,credit,for,this,never,even,mentioned,by,the,fake,news,a,new,record,for,stocks,and,jobs,growth,remember,its,the,economy,stupid,vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31567E+18,12/10/20 14:58,0,STOCK MARKET UP BIG!,stock,market,up,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3157E+18,12/10/20 16:47,0.384928977,The Economy is about ready to go through the roof. Stock Market ready to break ALL-TIME RECORD. 401k’s incredible. New Jobs Record. Remember all of this when you VOTE. Sleepy Joe wants to quadruple your Taxes. Depression!!! Don’t let it happen! #MAGA,the,economy,is,about,ready,to,go,through,the,roof,stock,market,ready,to,break,all-time,record,401ks,incredible,new,jobs,record,remember,all,of,this,when,you,vote,sleepy,joe,wants,to,quadruple,your,taxes,depression,dont,let,it,happen,#maga,,,,,,,,,,,,,,,,,,
1.3157E+18,12/10/20 16:54,1,STOCK MARKET UP ANOTHER 300 POINTS - GREATEST LEADING INDICATOR OF THEM ALL!!! DON’T RUIN IT WITH SLEEPY JOE!!!,stock,market,up,another,300,points,-,greatest,leading,indicator,of,them,all,dont,ruin,it,with,sleepy,joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31855E+18,20/10/20 14:02,0.143939394,"“Stock Markets will hit new highs if President Trump wins.  Tremendous growth like never before. If Biden wins, it’s strangulation. Not good.” @SteveKalayjian @Varneyco",stock,markets,will,hit,new,highs,if,president,trump,wins,tremendous,growth,like,never,before,if,biden,wins,its,strangulation,not,good,@stevekalayjian,@varneyco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32837E+18,16/11/20 16:02,0.362121212,"STOCK MARKET GETTING VERY CLOSE TO 30,000 ON NEW VACCINE NEWS. 95% EFFECTIVE!",stock,market,getting,very,close,to,30000,on,new,vaccine,news,95,effective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.33499E+18,4/12/20 22:41,0.168181818,STOCK MARKET REACHES NEW ALL-TIME HIGH!,stock,market,reaches,new,all-time,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.33958E+18,17/12/20 14:52,0.58,"All-time Stock Market high. The Vaccine and the Vaccine rollout are getting the best of reviews. Moving along really well. Get those “shots” everyone! Also, stimulus talks looking very good.",all-time,stock,market,high,the,vaccine,and,the,vaccine,rollout,are,getting,the,best,of,reviews,moving,along,really,well,get,those,shots,everyone,also,stimulus,talks,looking,very,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.34485E+18,1/1/21 3:44,0,"Finished off the year with the highest Stock Market in history. Setting records with your 401k’s, just like I said you would. Congratulations to all!",finished,off,the,year,with,the,highest,stock,market,in,history,setting,records,with,your,401ks,just,like,i,said,you,would,congratulations,to,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
